CD_ITEM,PESO_ITEM,GORDURA_ITEM,VISIBILIDADE_ITEM,TIPO_ITEM,MRP_ITEM,ID_OUTLET,ANO_ABERTURA_OUTLET,TAMANHO_OUTLET,LOCAL_OUTLET,TIPO_OUTLET,VENDAS_OUTLET
FDF11,10.195,Normal,0.017627888,Alimentos com amido,239.6538,OUT035,2004,Pequeno,Local 2,Tipo 1,2403.538
FDW43,20.1,Normal,0.022460102000000003,Frutas e Verduras,226.8036,OUT049,1999,Médio,Local 1,Tipo 1,3415.554
FDA27,20.35,Normal,0.0,Laticínios,256.7672,OUT018,2009,Médio,Local 3,Tipo 2,5624.6784
NCU41,18.85,Low Fat,0.05213575,Saúde e Higiene,190.1846,OUT049,1999,Médio,Local 1,Tipo 1,6687.960999999999
FDY56,16.35,Normal,0.062508438,Frutas e Verduras,227.1062,OUT049,1999,Médio,Local 1,Tipo 1,5642.655
FDV39,11.3,Low Fat,0.007309544,Carnes,196.2426,OUT018,2009,Médio,Local 3,Tipo 2,4943.565
FDN32,17.5,Low Fat,0.015623753999999998,Frutas e Verduras,182.6266,OUT018,2009,Médio,Local 3,Tipo 2,3135.2522
FDU01,20.25,Normal,0.011995271000000002,Enlatados,184.5924,OUT046,1997,Pequeno,Local 1,Tipo 1,4997.4948
FDF10,15.5,Normal,0.15717236,Snacks,149.1418,OUT049,1999,Médio,Local 1,Tipo 1,588.5672
DRI13,15.35,Low Fat,0.020310046000000002,Refrigerantes,218.0508,OUT013,1987,Grande,Local 3,Tipo 1,3038.7112
NCR05,10.1,Low Fat,0.054630834,Saúde e Higiene,200.2084,OUT046,1997,Pequeno,Local 1,Tipo 1,1587.2672
FDL51,20.7,Normal,0.047565208,Laticínios,213.4876,OUT049,1999,Médio,Local 1,Tipo 1,1929.4884
FDB11,16.0,Low Fat,0.060797393,Alimentos com amido,223.8404,OUT013,1987,Grande,Local 3,Tipo 1,3600.6464
FDI35,14.0,Low Fat,0.041291168999999996,Alimentos com amido,180.7634,OUT046,1997,Pequeno,Local 1,Tipo 1,2181.1608
FDX08,12.85,Low Fat,0.022604051,Frutas e Verduras,181.4318,OUT046,1997,Pequeno,Local 1,Tipo 1,3428.2042
NCJ18,12.35,Low Fat,0.16419682300000002,Itens para casa,120.5124,OUT049,1999,Médio,Local 1,Tipo 1,2133.2232
FDJ41,6.85,Low Fat,0.022976497000000002,Congelados,261.6594,OUT018,2009,Médio,Local 3,Tipo 2,3401.5722
FDU08,10.3,Low Fat,0.027310252,Frutas e Verduras,101.0042,OUT035,2004,Pequeno,Local 2,Tipo 1,1289.6546
DRH15,8.775,Low Fat,0.0,Laticínios,45.9428,OUT013,1987,Grande,Local 3,Tipo 1,790.9704
FDE24,14.85,Low Fat,0.09344495,Padaria,141.0812,OUT035,2004,Pequeno,Local 2,Tipo 1,1139.8496
FDH53,20.5,Normal,0.019199733,Congelados,84.3592,OUT046,1997,Pequeno,Local 1,Tipo 1,1816.3024
FDZ13,7.84,Normal,0.15412025199999999,Enlatados,51.935,OUT018,2009,Médio,Local 3,Tipo 2,199.74
FDU46,10.3,Normal,0.011117041000000001,Snacks,85.854,OUT013,1987,Grande,Local 3,Tipo 1,2683.1740000000004
NCE43,12.5,Low Fat,0.103422709,Itens para casa,169.9448,OUT035,2004,Pequeno,Local 2,Tipo 1,2897.5616
FDB14,20.25,Normal,0.102723919,Enlatados,93.212,OUT046,1997,Pequeno,Local 1,Tipo 1,1957.4520000000002
NCC42,15.0,Low Fat,0.044871033,Saúde e Higiene,140.3838,OUT013,1987,Grande,Local 3,Tipo 1,2528.7084
FDQ20,8.325,Low Fat,0.029760052000000002,Frutas e Verduras,38.7138,OUT013,1987,Grande,Local 3,Tipo 1,284.2966
FDZ15,13.1,Low Fat,0.020870744,Laticínios,117.3782,OUT046,1997,Pequeno,Local 1,Tipo 1,1787.6729999999998
DRI51,17.25,Low Fat,0.042413704,Laticínios,173.1764,OUT018,2009,Médio,Local 3,Tipo 2,4466.1864
FDO28,5.765,Low Fat,0.072284689,Congelados,119.9098,OUT035,2004,Pequeno,Local 2,Tipo 1,2048.6666
NCS54,13.6,Low Fat,0.009984847,Itens para casa,175.437,OUT013,1987,Grande,Local 3,Tipo 1,1940.807
FDR52,12.65,Normal,0.076354362,Congelados,192.1846,OUT018,2009,Médio,Local 3,Tipo 2,1146.5076
FDT09,15.15,Normal,0.012282366000000001,Snacks,132.5284,OUT049,1999,Médio,Local 1,Tipo 1,1713.7692
FDU25,12.35,Low Fat,0.026681262,Enlatados,56.4246,OUT046,1997,Pequeno,Local 1,Tipo 1,810.9444
FDK41,14.3,Low Fat,0.127541722,Congelados,84.9224,OUT046,1997,Pequeno,Local 1,Tipo 1,1193.1136
NCT54,8.695,Low Fat,0.119513002,Itens para casa,93.4094,OUT035,2004,Pequeno,Local 2,Tipo 1,856.8846
FDQ45,9.5,Normal,0.010907967,Snacks,182.3608,OUT013,1987,Grande,Local 3,Tipo 1,2940.1728
DRK59,8.895,Low Fat,0.07543556,Bebidas fortes,235.8616,OUT035,2004,Pequeno,Local 2,Tipo 1,3046.7008
FDW28,18.25,Low Fat,0.0,Congelados,196.8452,OUT046,1997,Pequeno,Local 1,Tipo 1,3327.6684
FDR21,19.7,Low Fat,0.066922802,Snacks,174.83700000000002,OUT035,2004,Pequeno,Local 2,Tipo 1,2999.429
FDH57,10.895,Low Fat,0.035747522000000004,Frutas e Verduras,133.6284,OUT046,1997,Pequeno,Local 1,Tipo 1,1581.9408
FDP32,6.65,Low Fat,0.087652908,Frutas e Verduras,128.8678,OUT035,2004,Pequeno,Local 2,Tipo 1,1398.8458
FDV57,15.25,Normal,0.065999008,Snacks,177.96599999999998,OUT049,1999,Médio,Local 1,Tipo 1,2336.958
FDW28,18.25,Low Fat,0.088750333,Congelados,196.5452,OUT013,1987,Grande,Local 3,Tipo 1,2348.9424
FDA40,16.0,Normal,0.09925243800000001,Congelados,87.4856,OUT035,2004,Pequeno,Local 2,Tipo 1,1054.6272
FDE16,8.895,Low Fat,0.026384672,Congelados,208.9954,OUT049,1999,Médio,Local 1,Tipo 1,4584.6988
FDK24,9.195,Low Fat,0.0,Padaria,43.6744,OUT018,2009,Médio,Local 3,Tipo 2,407.4696
FDW31,11.35,Normal,0.043333912,Frutas e Verduras,201.0742,OUT018,2009,Médio,Local 3,Tipo 2,2189.8162
NCM07,9.395,Low Fat,0.039954281,Outros,82.4908,OUT035,2004,Pequeno,Local 2,Tipo 1,2013.3792
FDK28,5.695,Low Fat,0.065857092,Congelados,258.5646,OUT018,2009,Médio,Local 3,Tipo 2,4380.2982
FDL48,19.35,Normal,0.082197959,Padaria,49.2034,OUT013,1987,Grande,Local 3,Tipo 1,729.051
DRD37,9.8,Low Fat,0.013898123,Refrigerantes,46.506,OUT018,2009,Médio,Local 3,Tipo 2,372.848
FDL52,6.635,Normal,0.0,Congelados,39.7506,OUT013,1987,Grande,Local 3,Tipo 1,303.6048
FDD08,8.3,Low Fat,0.03532494,Frutas e Verduras,38.9506,OUT013,1987,Grande,Local 3,Tipo 1,721.0614
FDY56,16.35,Normal,0.062411404000000004,Frutas e Verduras,225.9062,OUT046,1997,Pequeno,Local 1,Tipo 1,5416.9488
NCI29,8.6,Low Fat,0.032754431,Saúde e Higiene,140.5154,OUT018,2009,Médio,Local 3,Tipo 2,283.6308
FDN16,12.6,Normal,0.06264811099999999,Congelados,104.899,OUT013,1987,Grande,Local 3,Tipo 1,1960.781
FDC15,18.1,Low Fat,0.17824575,Laticínios,158.1288,OUT049,1999,Médio,Local 1,Tipo 1,3299.7048
FDK44,16.6,Low Fat,0.0,Frutas e Verduras,173.3738,OUT046,1997,Pequeno,Local 1,Tipo 1,2085.2856
FDA16,6.695,Low Fat,0.033935576,Congelados,221.9456,OUT035,2004,Pequeno,Local 2,Tipo 1,2210.456
FDO04,16.6,Low Fat,0.026537206,Congelados,57.2614,OUT046,1997,Pequeno,Local 1,Tipo 1,1049.9666
NCL19,15.35,Low Fat,0.015673267,Outros,145.047,OUT035,2004,Pequeno,Local 2,Tipo 1,2719.7929999999997
FDG53,10.0,Low Fat,0.045818773,Congelados,138.718,OUT013,1987,Grande,Local 3,Tipo 1,1398.18
DRG01,14.8,Low Fat,0.044869794000000005,Refrigerantes,76.467,OUT035,2004,Pequeno,Local 2,Tipo 1,1531.34
FDI27,8.71,Normal,0.04605781,Laticínios,43.8744,OUT049,1999,Médio,Local 1,Tipo 1,633.8416
FDW44,9.5,Normal,0.035205866,Frutas e Verduras,171.3448,OUT049,1999,Médio,Local 1,Tipo 1,2386.2272
FDU21,11.8,Normal,0.076705948,Snacks,34.7558,OUT035,2004,Pequeno,Local 2,Tipo 1,780.9834
FDI14,14.1,Low Fat,0.089677773,Enlatados,139.8496,OUT046,1997,Pequeno,Local 1,Tipo 1,1693.7952
FDN39,19.35,Normal,0.065520388,Carnes,168.3816,OUT046,1997,Pequeno,Local 1,Tipo 1,1342.2528
DRH13,8.575,Low Fat,0.023983257999999997,Refrigerantes,106.32799999999999,OUT018,2009,Médio,Local 3,Tipo 2,958.752
FDJ20,20.7,Normal,0.100330684,Frutas e Verduras,123.4388,OUT049,1999,Médio,Local 1,Tipo 1,1238.388
FDX22,6.785,Normal,0.022970467999999997,Snacks,211.0928,OUT035,2004,Pequeno,Local 2,Tipo 1,4418.2488
DRM11,6.57,Low Fat,0.066014596,Bebidas fortes,259.7278,OUT013,1987,Grande,Local 3,Tipo 1,2863.6058
FDL25,6.92,Normal,0.131128467,Café da manhã,93.1804,OUT049,1999,Médio,Local 1,Tipo 1,1561.9668
FDD40,20.25,Normal,0.014816356000000001,Laticínios,194.1162,OUT049,1999,Médio,Local 1,Tipo 1,3848.324
NCM41,16.5,Low Fat,0.035801238,Saúde e Higiene,92.61200000000001,OUT018,2009,Médio,Local 3,Tipo 2,559.2719999999999
FDC53,8.68,Low Fat,0.008871687,Congelados,99.7384,OUT018,2009,Médio,Local 3,Tipo 2,295.6152
FDQ09,7.235,Low Fat,0.058369013,Snacks,115.2834,OUT018,2009,Médio,Local 3,Tipo 2,1267.0174
DRB48,16.75,Normal,0.0,Refrigerantes,39.3822,OUT046,1997,Pequeno,Local 1,Tipo 1,353.5398
DRE25,15.35,Low Fat,0.07326933599999999,Refrigerantes,92.11200000000001,OUT035,2004,Pequeno,Local 2,Tipo 1,1118.5439999999999
FDL08,10.8,Low Fat,0.049677650999999996,Frutas e Verduras,245.9144,OUT013,1987,Grande,Local 3,Tipo 1,4655.2736
NCV42,6.26,Low Fat,0.031470832000000004,Itens para casa,110.2228,OUT049,1999,Médio,Local 1,Tipo 1,1547.3192
FDW03,5.63,Normal,0.024579432000000002,Carnes,105.3306,OUT049,1999,Médio,Local 1,Tipo 1,1045.306
FDC17,12.15,Low Fat,0.015523707,Congelados,212.0928,OUT018,2009,Médio,Local 3,Tipo 2,2735.1064
FDE34,9.195,Low Fat,0.10789139800000001,Snacks,182.7634,OUT046,1997,Pequeno,Local 1,Tipo 1,3817.0314
FDP10,19.0,Low Fat,0.128065918,Snacks,104.3622,OUT035,2004,Pequeno,Local 2,Tipo 1,1905.5196
NCK19,9.8,Low Fat,0.09039035699999999,Outros,192.1478,OUT013,1987,Grande,Local 3,Tipo 1,2324.9736
NCU41,18.85,Low Fat,0.052054819,Saúde e Higiene,189.1846,OUT046,1997,Pequeno,Local 1,Tipo 1,2101.9306
NCH30,17.1,Low Fat,0.067141355,Itens para casa,114.586,OUT035,2004,Pequeno,Local 2,Tipo 1,2942.836
FDR36,6.715,Normal,0.121485195,Padaria,40.2454,OUT013,1987,Grande,Local 3,Tipo 1,587.2356
NCJ30,5.82,Low Fat,0.080640478,Itens para casa,167.77900000000002,OUT046,1997,Pequeno,Local 1,Tipo 1,2886.243
FDU04,7.93,Low Fat,0.0,Congelados,123.2414,OUT018,2009,Médio,Local 3,Tipo 2,487.3656
DRK37,5.0,Low Fat,0.044004675,Refrigerantes,188.85299999999998,OUT046,1997,Pequeno,Local 1,Tipo 1,5502.8369999999995
FDK48,7.445,Low Fat,0.0,Padaria,76.8354,OUT046,1997,Pequeno,Local 1,Tipo 1,2181.8266
FDV58,20.85,Low Fat,0.12125037400000001,Snacks,193.9452,OUT046,1997,Pequeno,Local 1,Tipo 1,1565.9616
FDN27,20.85,Low Fat,0.0,Carnes,115.1808,OUT018,2009,Médio,Local 3,Tipo 2,1054.6272
FDZ52,19.2,Low Fat,0.10023011400000001,Congelados,112.9886,OUT049,1999,Médio,Local 1,Tipo 1,1667.829
NCF42,17.35,Low Fat,0.167383061,Itens para casa,175.6712,OUT046,1997,Pequeno,Local 1,Tipo 1,2812.3392
FDQ48,14.3,Normal,0.034404732,Padaria,98.1726,OUT035,2004,Pequeno,Local 2,Tipo 1,489.36300000000006
FDR58,6.675,Low Fat,0.041913535,Snacks,90.7462,OUT035,2004,Pequeno,Local 2,Tipo 1,1665.8316
FDK14,6.98,Low Fat,0.041105789,Enlatados,83.4934,OUT046,1997,Pequeno,Local 1,Tipo 1,1555.9746
NCQ41,14.8,Low Fat,0.01946418,Saúde e Higiene,196.3794,OUT013,1987,Grande,Local 3,Tipo 1,1950.7939999999999
FDX46,12.3,Normal,0.0,Snacks,57.3562,OUT013,1987,Grande,Local 3,Tipo 1,177.7686
FDH45,15.1,Normal,0.10564685300000001,Frutas e Verduras,42.8796,OUT035,2004,Pequeno,Local 2,Tipo 1,949.4308
DRJ35,10.1,Low Fat,0.046545786,Bebidas fortes,59.9878,OUT013,1987,Grande,Local 3,Tipo 1,484.7024
FDC40,16.0,Normal,0.065009745,Laticínios,79.5986,OUT013,1987,Grande,Local 3,Tipo 1,934.7832
FDP13,8.1,Normal,0.134532392,Enlatados,39.448,OUT049,1999,Médio,Local 1,Tipo 1,878.8560000000001
FDP24,20.6,Low Fat,0.083133128,Padaria,120.1756,OUT049,1999,Médio,Local 1,Tipo 1,1332.9316
NCQ42,20.35,Low Fat,0.039428167,Itens para casa,127.9678,OUT018,2009,Médio,Local 3,Tipo 2,3560.6984
FDY59,8.195,Low Fat,0.0,Padaria,93.1462,OUT018,2009,Médio,Local 3,Tipo 2,647.8234
FDB21,7.475,Low Fat,0.148492521,Frutas e Verduras,240.6854,OUT035,2004,Pequeno,Local 2,Tipo 1,1691.7978
FDT32,19.0,Normal,0.06590129900000001,Frutas e Verduras,188.7214,OUT018,2009,Médio,Local 3,Tipo 2,1695.7926
FDK20,12.6,Normal,0.041622264,Frutas e Verduras,124.0072,OUT049,1999,Médio,Local 1,Tipo 1,4042.7376
FDM01,7.895,Normal,0.0945493,Café da manhã,102.6332,OUT035,2004,Pequeno,Local 2,Tipo 1,1640.5312
FDU13,8.355,Low Fat,0.18832266399999997,Enlatados,148.5418,OUT018,2009,Médio,Local 3,Tipo 2,2207.127
FDE58,18.5,Low Fat,0.052025392000000004,Snacks,118.4124,OUT013,1987,Grande,Local 3,Tipo 1,2370.248
FDM08,10.1,Normal,0.053584207,Frutas e Verduras,224.4088,OUT046,1997,Pequeno,Local 1,Tipo 1,4697.8848
FDS58,9.285,Normal,0.020989132,Snacks,158.6578,OUT013,1987,Grande,Local 3,Tipo 1,2406.867
FDZ26,11.6,Normal,0.144017405,Laticínios,238.3222,OUT046,1997,Pequeno,Local 1,Tipo 1,5736.5328
FDY51,12.5,Low Fat,0.081465335,Carnes,220.7798,OUT018,2009,Médio,Local 3,Tipo 2,6611.394
DRG39,14.15,Low Fat,0.042352822000000005,Laticínios,51.6982,OUT018,2009,Médio,Local 3,Tipo 2,1262.3568
NCG43,20.2,Low Fat,0.074541867,Itens para casa,94.1462,OUT018,2009,Médio,Local 3,Tipo 2,1758.3778
DRF01,5.655,Low Fat,0.175352413,Refrigerantes,147.4102,OUT049,1999,Médio,Local 1,Tipo 1,2478.7734
FDF53,20.75,Normal,0.083590755,Congelados,182.2318,OUT035,2004,Pequeno,Local 2,Tipo 1,3067.3406
FDS45,5.175,Normal,0.029471407999999998,Snacks,105.4622,OUT013,1987,Grande,Local 3,Tipo 1,3281.7282
DRF15,18.35,Low Fat,0.03334929,Laticínios,155.034,OUT018,2009,Médio,Local 3,Tipo 2,1990.7420000000002
FDH32,12.8,Low Fat,0.076060037,Frutas e Verduras,95.141,OUT046,1997,Pequeno,Local 1,Tipo 1,868.8689999999999
NCJ42,19.75,Low Fat,0.014301326000000001,Itens para casa,103.0332,OUT046,1997,Pequeno,Local 1,Tipo 1,1230.3984
FDB56,8.75,Normal,0.074931201,Frutas e Verduras,187.6556,OUT018,2009,Médio,Local 3,Tipo 2,938.778
FDD03,13.3,Low Fat,0.080131363,Laticínios,234.03,OUT018,2009,Médio,Local 3,Tipo 2,4194.54
NCL18,18.85,Low Fat,0.167444431,Itens para casa,194.6136,OUT013,1987,Grande,Local 3,Tipo 1,1166.4816
FDW22,9.695,Normal,0.03033748,Snacks,222.9114,OUT049,1999,Médio,Local 1,Tipo 1,5764.4964
FDE32,20.7,Low Fat,0.04874969,Frutas e Verduras,37.5506,OUT035,2004,Pequeno,Local 2,Tipo 1,113.8518
FDG38,8.975,Normal,0.05268526,Enlatados,83.3224,OUT013,1987,Grande,Local 3,Tipo 1,3579.3408
FDD29,12.15,Low Fat,0.018485511,Congelados,253.1698,OUT018,2009,Médio,Local 3,Tipo 2,1522.0188
NCE31,7.67,Low Fat,0.184689756,Itens para casa,35.4216,OUT013,1987,Grande,Local 3,Tipo 1,450.0808
FDS19,13.8,Normal,0.064153845,Frutas e Verduras,76.9012,OUT013,1987,Grande,Local 3,Tipo 1,607.2096
FDU11,4.785,Low Fat,0.092516598,Pães,120.1098,OUT013,1987,Grande,Local 3,Tipo 1,1325.6078
FDL02,20.0,Normal,0.10424519800000001,Enlatados,105.3622,OUT049,1999,Médio,Local 1,Tipo 1,1270.3464
DRK23,8.395,Low Fat,0.07226985,Bebidas fortes,254.104,OUT018,2009,Médio,Local 3,Tipo 2,3542.0559999999996
FDO27,6.175,Normal,0.17980696100000002,Carnes,95.2752,OUT018,2009,Médio,Local 3,Tipo 2,1534.0032
FDB16,8.21,Low Fat,0.044995630999999994,Laticínios,89.2198,OUT049,1999,Médio,Local 1,Tipo 1,1308.297
NCB18,19.6,Low Fat,0.041459372,Itens para casa,89.6514,OUT018,2009,Médio,Local 3,Tipo 2,1239.7196
NCL53,7.5,Low Fat,0.036234918,Saúde e Higiene,175.3028,OUT046,1997,Pequeno,Local 1,Tipo 1,3896.2616
FDR16,5.845,Normal,0.10544580099999999,Congelados,214.4218,OUT018,2009,Médio,Local 3,Tipo 2,1496.0526
NCQ05,11.395,Low Fat,0.0,Saúde e Higiene,151.6708,OUT013,1987,Grande,Local 3,Tipo 1,3460.8284
FDF44,7.17,Normal,0.05997133,Frutas e Verduras,132.1968,OUT018,2009,Médio,Local 3,Tipo 2,2870.9296
FDD58,7.76,Low Fat,0.059341019,Snacks,99.77,OUT035,2004,Pequeno,Local 2,Tipo 1,798.96
FDK15,10.8,Low Fat,0.098566832,Carnes,98.3042,OUT049,1999,Médio,Local 1,Tipo 1,1488.0629999999999
FDJ08,11.1,Low Fat,0.11084417,Frutas e Verduras,189.2846,OUT049,1999,Médio,Local 1,Tipo 1,5159.2842
FDJ55,12.8,Normal,0.023567538,Carnes,226.8404,OUT049,1999,Médio,Local 1,Tipo 1,4500.808
FDG09,20.6,Normal,0.04792722,Frutas e Verduras,185.9556,OUT035,2004,Pequeno,Local 2,Tipo 1,4318.3788
FDU56,16.85,Low Fat,0.044377096,Frutas e Verduras,185.8266,OUT013,1987,Grande,Local 3,Tipo 1,1659.8394
NCQ02,12.6,Low Fat,0.007450258,Itens para casa,186.7556,OUT013,1987,Grande,Local 3,Tipo 1,2816.3340000000003
NCU17,5.32,Low Fat,0.09302771800000001,Saúde e Higiene,101.4674,OUT049,1999,Médio,Local 1,Tipo 1,2954.1546
FDV37,13.0,Normal,0.083498083,Enlatados,199.4426,OUT035,2004,Pequeno,Local 2,Tipo 1,593.2278
NCI43,19.85,Low Fat,0.025963795,Itens para casa,46.3376,OUT035,2004,Pequeno,Local 2,Tipo 1,1150.5024
NCT18,14.6,Low Fat,0.059393919,Itens para casa,181.7976,OUT035,2004,Pequeno,Local 2,Tipo 1,3259.7568
FDF14,7.55,Low Fat,0.027212057999999997,Enlatados,152.734,OUT049,1999,Médio,Local 1,Tipo 1,2756.4120000000003
FDM14,13.8,Low Fat,0.013263968000000001,Enlatados,106.9254,OUT046,1997,Pequeno,Local 1,Tipo 1,2930.1858
NCV05,10.1,Low Fat,0.03020851,Saúde e Higiene,153.1656,OUT046,1997,Pequeno,Local 1,Tipo 1,1544.656
FDX39,14.3,Normal,0.049634817000000005,Carnes,212.5586,OUT013,1987,Grande,Local 3,Tipo 1,3165.8790000000004
FDA23,9.8,Low Fat,0.047187038,Padaria,100.6016,OUT046,1997,Pequeno,Local 1,Tipo 1,1619.2256
NCV06,11.3,Low Fat,0.066681333,Itens para casa,194.4478,OUT046,1997,Pequeno,Local 1,Tipo 1,387.4956
FDH21,10.395,Low Fat,0.031273559,Frutos do mar,160.0604,OUT049,1999,Médio,Local 1,Tipo 1,1267.6832
FDR26,20.7,Low Fat,0.042836778,Laticínios,175.8028,OUT046,1997,Pequeno,Local 1,Tipo 1,1593.9252
FDG21,17.35,Normal,0.14689586599999999,Frutos do mar,149.605,OUT018,2009,Médio,Local 3,Tipo 2,3745.125
NCQ38,16.35,Low Fat,0.013420878999999998,Outros,104.82799999999999,OUT018,2009,Médio,Local 3,Tipo 2,1810.976
FDN20,19.35,Low Fat,0.026181892999999998,Frutas e Verduras,167.0474,OUT046,1997,Pequeno,Local 1,Tipo 1,2358.2636
FDI28,14.3,Low Fat,0.026428924,Congelados,78.2302,OUT018,2009,Médio,Local 3,Tipo 2,554.6114
FDZ28,20.0,Normal,0.0,Congelados,127.3678,OUT046,1997,Pequeno,Local 1,Tipo 1,1780.3492
FDS28,8.18,Normal,0.08252970400000001,Congelados,56.9588,OUT049,1999,Médio,Local 1,Tipo 1,744.3644
FDW49,19.5,Low Fat,0.082552214,Enlatados,179.8002,OUT046,1997,Pequeno,Local 1,Tipo 1,716.4008
FDP33,18.7,Low Fat,0.08927225300000001,Snacks,254.7672,OUT046,1997,Pequeno,Local 1,Tipo 1,5113.344
FDQ51,16.0,Normal,0.017536671,Carnes,45.5718,OUT013,1987,Grande,Local 3,Tipo 1,1039.9796
DRK23,8.395,Low Fat,0.072088552,Bebidas fortes,253.704,OUT049,1999,Médio,Local 1,Tipo 1,4554.072
NCK06,5.03,Low Fat,0.008644894,Itens para casa,122.6756,OUT035,2004,Pequeno,Local 2,Tipo 1,2665.8632
NCY18,7.285,Low Fat,0.031145742999999997,Itens para casa,173.6054,OUT035,2004,Pequeno,Local 2,Tipo 1,2626.5809999999997
FDA10,20.35,Low Fat,0.0,Snacks,120.9072,OUT049,1999,Médio,Local 1,Tipo 1,1470.0864
FDB59,18.25,Low Fat,0.015278898999999999,Snacks,199.0084,OUT046,1997,Pequeno,Local 1,Tipo 1,3174.5344
NCQ42,20.35,Low Fat,0.039329257,Itens para casa,127.6678,OUT049,1999,Médio,Local 1,Tipo 1,2924.8594
FDO15,16.75,Normal,0.008579863,Carnes,72.3038,OUT049,1999,Médio,Local 1,Tipo 1,960.7494
FDA03,18.5,Normal,0.0,Laticínios,144.2102,OUT035,2004,Pequeno,Local 2,Tipo 1,2041.3428
FDA01,15.0,Normal,0.054367970999999994,Enlatados,58.5904,OUT035,2004,Pequeno,Local 2,Tipo 1,996.0368
FDB38,19.5,Normal,0.027346699999999998,Enlatados,158.99200000000002,OUT046,1997,Pequeno,Local 1,Tipo 1,1757.7120000000002
FDG08,13.15,Normal,0.165328057,Frutas e Verduras,170.6764,OUT035,2004,Pequeno,Local 2,Tipo 1,3435.528
FDY26,20.6,Normal,0.030510526,Laticínios,211.4244,OUT046,1997,Pequeno,Local 1,Tipo 1,7833.8028
DRE13,6.28,Low Fat,0.027699862999999998,Refrigerantes,87.9198,OUT035,2004,Pequeno,Local 2,Tipo 1,1221.0772
FDE51,5.925,Normal,0.09646733,Laticínios,42.8086,OUT046,1997,Pequeno,Local 1,Tipo 1,669.1289999999999
FDD50,18.85,Low Fat,0.141642219,Enlatados,168.1132,OUT046,1997,Pequeno,Local 1,Tipo 1,2874.9244
FDC46,17.7,Low Fat,0.1164455,Snacks,182.8266,OUT013,1987,Grande,Local 3,Tipo 1,5163.9448
FDV56,16.1,Normal,0.013584408000000001,Frutas e Verduras,107.7596,OUT013,1987,Grande,Local 3,Tipo 1,323.5788
FDK43,9.8,Low Fat,0.026950104,Carnes,128.40200000000002,OUT018,2009,Médio,Local 3,Tipo 2,1265.02
FDY03,17.6,Normal,0.076121831,Carnes,111.7202,OUT046,1997,Pequeno,Local 1,Tipo 1,1125.202
FDU44,12.15,Normal,0.058516562,Frutas e Verduras,164.1552,OUT049,1999,Médio,Local 1,Tipo 1,5198.5664
FDZ04,9.31,Low Fat,0.037923509,Congelados,61.651,OUT013,1987,Grande,Local 3,Tipo 1,379.506
FDU16,19.25,Normal,0.058365705999999996,Congelados,82.1908,OUT049,1999,Médio,Local 1,Tipo 1,2432.8332
NCL19,15.35,Low Fat,0.015663185,Outros,143.947,OUT013,1987,Grande,Local 3,Tipo 1,3006.087
DRK39,7.02,Low Fat,0.049823902,Laticínios,82.225,OUT013,1987,Grande,Local 3,Tipo 1,2746.425
DRB25,12.3,Low Fat,0.069446588,Refrigerantes,106.3938,OUT035,2004,Pequeno,Local 2,Tipo 1,857.5504
FDK26,5.46,Normal,0.03217132,Enlatados,184.824,OUT035,2004,Pequeno,Local 2,Tipo 1,4287.752
NCO06,19.25,Low Fat,0.10847050400000001,Itens para casa,33.4558,OUT018,2009,Médio,Local 3,Tipo 2,441.4254
FDK34,13.35,Low Fat,0.038494623,Snacks,240.2564,OUT013,1987,Grande,Local 3,Tipo 1,2860.2768
FDF08,14.3,Normal,0.065207559,Frutas e Verduras,89.8856,OUT046,1997,Pequeno,Local 1,Tipo 1,966.7416
DRF03,19.1,Low Fat,0.045299563,Laticínios,38.8138,OUT035,2004,Pequeno,Local 2,Tipo 1,365.5242
FDE02,8.71,Low Fat,0.121149472,Enlatados,93.7778,OUT013,1987,Grande,Local 3,Tipo 1,1783.6782
NCZ06,19.6,Low Fat,0.09408330300000001,Itens para casa,252.2698,OUT013,1987,Grande,Local 3,Tipo 1,2790.3678
FDW49,19.5,Low Fat,0.0,Enlatados,179.3002,OUT049,1999,Médio,Local 1,Tipo 1,2328.3026
FDX19,19.1,Low Fat,0.096733815,Frutas e Verduras,233.1958,OUT046,1997,Pequeno,Local 1,Tipo 1,5141.3076
FDG44,6.13,Low Fat,0.102607233,Frutas e Verduras,54.0298,OUT018,2009,Médio,Local 3,Tipo 2,808.947
FDQ23,6.55,Low Fat,0.024521191,Pães,100.6332,OUT035,2004,Pequeno,Local 2,Tipo 1,2665.8632
NCN41,17.0,Low Fat,0.052165855,Saúde e Higiene,125.073,OUT013,1987,Grande,Local 3,Tipo 1,1108.557
FDH20,16.1,Normal,0.024928351,Frutas e Verduras,95.141,OUT013,1987,Grande,Local 3,Tipo 1,3089.312
NCJ30,5.82,Low Fat,0.080968973,Itens para casa,171.37900000000002,OUT018,2009,Médio,Local 3,Tipo 2,2037.348
FDB09,16.25,Low Fat,0.057485327999999995,Frutas e Verduras,126.2046,OUT049,1999,Médio,Local 1,Tipo 1,1867.569
FDP03,5.15,Normal,0.061165512000000005,Carnes,125.6388,OUT035,2004,Pequeno,Local 2,Tipo 1,2848.2924
FDO13,7.865,Low Fat,0.06100886,Café da manhã,166.0526,OUT013,1987,Grande,Local 3,Tipo 1,3617.9572
