distrito,latitude,longitude,tipo_de_quarto,preco,numero_minimo_noites,numero_comentarios,numero_de_reservas,disponibilidade_anual
Manhattan,40.72939,-73.98857,Entire home/apt,189,2,403,3,201
Manhattan,40.79918,-73.96607,Private room,85,1,3,1,0
Brooklyn,40.668620000000004,-73.9926,Entire home/apt,260,30,3,1,316
Manhattan,40.81333,-73.94453,Entire home/apt,122,1,116,5,271
Brooklyn,40.72473,-73.95199000000001,Entire home/apt,165,2,175,1,139
Queens,40.70925,-73.85262,Entire home/apt,97,3,28,3,209
Manhattan,40.73215,-74.00922,Entire home/apt,170,4,24,1,0
Brooklyn,40.711090000000006,-73.94332,Entire home/apt,125,2,15,1,0
Manhattan,40.7463,-73.97926,Private room,130,4,105,1,193
Brooklyn,40.71823,-73.95849,Entire home/apt,225,10,22,1,52
Brooklyn,40.650999999999996,-73.94886,Private room,50,2,263,2,136
Brooklyn,40.68626,-73.97598,Entire home/apt,170,3,86,2,286
Manhattan,40.74488,-74.001,Entire home/apt,132,4,10,1,0
Brooklyn,40.676320000000004,-73.97616,Entire home/apt,250,7,18,1,18
Brooklyn,40.722120000000004,-73.94254000000001,Entire home/apt,141,5,8,1,9
Brooklyn,40.67456,-73.95151,Entire home/apt,64,20,70,1,3
Brooklyn,40.71363,-73.96019,Entire home/apt,249,3,150,1,277
Brooklyn,40.6755,-73.95878,Private room,79,2,115,1,0
Manhattan,40.72274,-73.97581,Entire home/apt,185,2,69,1,233
Brooklyn,40.6858,-73.9828,Entire home/apt,120,3,232,1,221
Brooklyn,40.67535,-73.97654,Entire home/apt,495,1,35,1,355
Manhattan,40.72255,-73.99346,Entire home/apt,375,3,18,1,0
Manhattan,40.72094,-73.99706,Entire home/apt,175,3,68,1,277
Manhattan,40.72485,-73.97813000000001,Entire home/apt,150,4,22,1,0
Manhattan,40.80473,-73.9532,Entire home/apt,259,8,17,1,343
Manhattan,40.72217,-73.98419,Private room,96,1,34,1,0
Brooklyn,40.719429999999996,-73.9565,Entire home/apt,145,7,8,1,0
Manhattan,40.742490000000004,-74.00329,Entire home/apt,200,4,0,1,0
Manhattan,40.792640000000006,-73.97294000000001,Entire home/apt,95,5,2,1,0
Brooklyn,40.65749,-73.97675,Entire home/apt,250,4,52,1,188
Manhattan,40.80474,-73.94688000000001,Entire home/apt,295,2,74,2,264
Manhattan,40.72831,-74.00177,Entire home/apt,175,3,18,1,0
Brooklyn,40.71541,-73.94144,Entire home/apt,451,2,72,1,331
Manhattan,40.79765,-73.96245,Entire home/apt,165,2,191,1,236
Manhattan,40.78508,-73.95331999999999,Entire home/apt,250,4,0,1,0
Bronx,40.89747,-73.8639,Entire home/apt,77,1,197,1,309
Manhattan,40.720079999999996,-73.98404000000001,Entire home/apt,250,4,19,1,0
Queens,40.75725,-73.91098000000001,Entire home/apt,129,1,414,1,245
Brooklyn,40.7102,-73.94495,Private room,98,2,8,4,0
Brooklyn,40.673590000000004,-73.97904,Entire home/apt,150,2,0,1,8
Manhattan,40.72674,-73.9782,Private room,95,7,25,1,359
Manhattan,40.81156,-73.94570999999999,Private room,55,3,119,5,333
Manhattan,40.804970000000004,-73.95016,Entire home/apt,300,2,203,3,258
Queens,40.7385,-73.91806,Private room,42,40,53,3,236
Brooklyn,40.72937,-73.95671,Entire home/apt,125,2,104,1,22
Manhattan,40.72587,-73.98438,Private room,175,3,175,1,236
Manhattan,40.824259999999995,-73.9463,Private room,75,3,38,3,365
Brooklyn,40.71624,-73.96271999999999,Entire home/apt,255,45,39,1,89
Brooklyn,40.68101,-73.94081,Entire home/apt,72,31,88,1,164
Brooklyn,40.686690000000006,-73.91989000000001,Private room,165,1,27,4,311
Brooklyn,40.715340000000005,-73.95914,Entire home/apt,165,5,117,1,23
Brooklyn,40.68288,-73.96024,Private room,75,3,43,2,365
Brooklyn,40.72489,-73.95494000000001,Entire home/apt,130,5,4,1,0
Brooklyn,40.70867,-73.94284,Entire home/apt,139,2,385,1,222
Brooklyn,40.679629999999996,-73.93908,Private room,88,1,64,3,238
Brooklyn,40.6798,-73.93908,Private room,80,1,39,3,218
Manhattan,40.74346,-73.99882,Private room,150,2,37,1,0
Manhattan,40.77724,-73.98109000000001,Entire home/apt,200,3,10,1,0
Manhattan,40.72972,-73.97995,Entire home/apt,200,2,103,1,235
Queens,40.74102,-73.91681,Private room,42,40,41,3,246
Brooklyn,40.71309,-73.94128,Private room,90,6,3,1,0
Manhattan,40.83096,-73.94633,Entire home/apt,295,3,227,1,247
Brooklyn,40.713229999999996,-73.95745,Entire home/apt,450,5,37,1,15
Brooklyn,40.67212,-73.9506,Entire home/apt,130,2,29,1,119
Brooklyn,40.710229999999996,-73.96665,Private room,89,3,205,3,0
Manhattan,40.80523,-73.95139,Entire home/apt,198,5,42,2,234
Manhattan,40.72636,-73.98917,Entire home/apt,99,2,280,3,257
Brooklyn,40.72185,-73.93956,Private room,46,4,86,3,350
Manhattan,40.72351,-73.99683,Private room,140,2,54,1,221
Brooklyn,40.6809,-73.99233000000001,Entire home/apt,500,7,7,1,0
Manhattan,40.80525,-73.95916,Private room,75,5,57,2,201
Queens,40.74,-73.91901,Private room,33,44,31,3,161
Manhattan,40.800059999999995,-73.96049000000001,Entire home/apt,250,31,188,1,259
Brooklyn,40.70283,-73.92130999999999,Private room,60,3,480,1,0
Manhattan,40.84468,-73.94303000000001,Private room,75,2,34,1,222
Brooklyn,40.682520000000004,-73.99619,Entire home/apt,350,5,6,1,0
Manhattan,40.74342,-73.99483000000001,Entire home/apt,205,9,3,2,76
Brooklyn,40.67853,-73.98089,Entire home/apt,219,5,2,1,0
Brooklyn,40.6788,-73.97643000000001,Private room,60,1,20,6,258
Manhattan,40.778859999999995,-73.98042,Entire home/apt,185,2,129,1,14
Manhattan,40.72578,-73.97879,Entire home/apt,190,3,147,1,27
Brooklyn,40.66085,-73.98536999999999,Entire home/apt,105,28,101,1,167
Manhattan,40.80113,-73.94503,Entire home/apt,250,2,11,2,68
Manhattan,40.78569,-73.97581,Entire home/apt,175,65,11,1,358
Manhattan,40.82411,-73.94934,Private room,65,2,41,2,59
Brooklyn,40.681309999999996,-73.95331999999999,Entire home/apt,75,2,87,1,0
Bronx,40.858109999999996,-73.90675,Private room,37,4,117,1,232
Brooklyn,40.70667,-73.96524000000001,Entire home/apt,85,2,86,2,15
Brooklyn,40.60452,-73.97103,Entire home/apt,106,7,0,2,0
Manhattan,40.7932,-73.94006999999999,Entire home/apt,79,2,15,1,0
Brooklyn,40.68768,-73.97610999999999,Private room,85,2,35,2,161
Manhattan,40.802240000000005,-73.94558,Private room,170,2,17,2,88
Manhattan,40.714729999999996,-73.98841999999999,Private room,115,3,3,2,337
Manhattan,40.80518,-73.95359,Private room,89,5,43,2,247
Manhattan,40.80827,-73.95329,Shared room,49,3,168,1,248
Brooklyn,40.729009999999995,-73.95812,Private room,91,3,241,1,287
Manhattan,40.734759999999994,-73.98451999999999,Entire home/apt,400,2,105,1,304
Brooklyn,40.69055,-73.92357,Entire home/apt,150,2,11,1,0
Manhattan,40.7735,-73.98697,Entire home/apt,2000,30,30,11,0
Brooklyn,40.67505,-73.95969000000001,Entire home/apt,97,3,31,1,193
Manhattan,40.72974,-73.98201,Private room,100,4,49,2,43
Brooklyn,40.70925,-73.95425,Entire home/apt,179,4,23,1,25
Brooklyn,40.72315,-73.95226,Entire home/apt,500,2,20,2,127
Manhattan,40.73939,-73.99611999999999,Entire home/apt,429,10,18,1,0
Manhattan,40.74112,-73.97686,Entire home/apt,189,6,90,1,303
Manhattan,40.72019,-73.98217,Private room,120,2,99,1,345
Manhattan,40.72133,-73.99665999999999,Entire home/apt,300,1,6,3,115
Queens,40.75744,-73.92163000000001,Entire home/apt,107,30,21,8,200
Queens,40.75695,-73.9202,Entire home/apt,95,30,24,8,271
Manhattan,40.8296,-73.94651,Entire home/apt,199,2,111,1,12
Manhattan,40.79056,-73.9468,Entire home/apt,120,2,86,1,268
Manhattan,40.736309999999996,-73.99977,Entire home/apt,199,15,66,2,89
Bronx,40.86466,-73.85709,Entire home/apt,125,2,271,2,347
Brooklyn,40.71312,-73.96199,Private room,70,2,227,1,37
Brooklyn,40.71297,-73.94336,Private room,75,4,80,1,0
Manhattan,40.737120000000004,-74.00166,Private room,100,30,5,1,359
Brooklyn,40.69242,-73.95097,Entire home/apt,99,2,187,2,287
Manhattan,40.738620000000004,-73.99758,Entire home/apt,250,1,2,1,0
Brooklyn,40.7158,-73.95803000000001,Entire home/apt,350,6,1,1,233
Brooklyn,40.68262,-73.97299,Entire home/apt,170,3,67,1,129
Manhattan,40.73217,-73.98801,Entire home/apt,165,1,63,1,0
Manhattan,40.76311,-73.99388,Private room,99,1,89,1,353
Manhattan,40.74695,-74.00454,Private room,255,4,1,1,365
Brooklyn,40.67497,-73.87305,Entire home/apt,169,3,177,1,297
Brooklyn,40.66788,-73.94813,Entire home/apt,99,4,90,1,56
Manhattan,40.76684,-73.95944,Entire home/apt,169,7,39,1,44
Brooklyn,40.68967,-73.95445,Entire home/apt,160,3,42,1,355
Brooklyn,40.67946,-73.96500999999999,Entire home/apt,215,3,33,1,156
Brooklyn,40.66944,-73.98083000000001,Entire home/apt,130,3,179,1,273
Manhattan,40.72566,-73.97748,Private room,110,3,81,2,274
Manhattan,40.7709,-73.99181,Private room,150,28,43,2,258
Brooklyn,40.719429999999996,-73.95958,Private room,65,30,52,1,276
Queens,40.742490000000004,-73.92466,Private room,75,2,160,1,65
Manhattan,40.74033,-74.00024,Entire home/apt,149,6,23,2,0
Manhattan,40.7969,-73.96128,Private room,89,6,35,1,180
Manhattan,40.83403,-73.94553,Private room,50,1,225,1,343
Brooklyn,40.65513,-73.95640999999999,Private room,43,1,401,2,43
Brooklyn,40.65589,-73.95539000000001,Private room,42,1,72,2,96
Brooklyn,40.70275,-73.94501,Private room,85,1,46,1,59
Brooklyn,40.68897,-73.93569000000001,Entire home/apt,139,3,83,1,255
Brooklyn,40.67617,-73.98136,Private room,105,1,211,2,252
Brooklyn,40.67595,-73.98053,Entire home/apt,265,5,15,1,0
Manhattan,40.76415,-73.99067,Entire home/apt,149,1,122,1,20
Manhattan,40.83127,-73.94718,Private room,68,2,295,2,188
Brooklyn,40.68497,-73.95591999999999,Entire home/apt,99,3,207,1,304
Manhattan,40.82922,-73.94174,Private room,75,3,50,2,38
Brooklyn,40.71137,-73.94362,Private room,100,2,273,1,254
Manhattan,40.76739,-73.9557,Shared room,90,1,0,1,0
Manhattan,40.73089,-73.98195,Entire home/apt,160,30,25,1,46
Brooklyn,40.6755,-73.97859,Entire home/apt,190,4,105,1,328
Brooklyn,40.68812,-73.94934,Private room,67,4,72,3,0
Manhattan,40.7694,-73.9572,Entire home/apt,190,1,8,1,0
Brooklyn,40.68634,-73.96161,Entire home/apt,248,2,58,6,199
Brooklyn,40.7093,-73.9497,Private room,100,6,8,1,249
Manhattan,40.713,-73.99752,Private room,95,3,172,2,64
Manhattan,40.75895,-73.9883,Private room,150,1,330,1,111
Brooklyn,40.68186,-73.94113,Entire home/apt,145,3,123,1,287
Brooklyn,40.683640000000004,-73.91076,Private room,41,2,55,1,286
Brooklyn,40.71893,-73.9428,Entire home/apt,120,4,87,1,263
Bronx,40.82802,-73.92039,Private room,50,3,258,2,276
Brooklyn,40.68765,-73.97073,Entire home/apt,157,2,4,1,0
Brooklyn,40.71413,-73.96596,Entire home/apt,195,14,31,1,263
Brooklyn,40.58422,-73.94079,Entire home/apt,70,4,128,2,90
Brooklyn,40.71973,-73.95581999999999,Entire home/apt,185,3,14,1,0
Brooklyn,40.69025,-73.93323000000001,Entire home/apt,145,3,30,3,11
Queens,40.73826,-73.92458,Private room,50,28,258,1,287
Brooklyn,40.73049,-73.96115,Entire home/apt,185,3,228,3,1
Manhattan,40.72956,-73.97903000000001,Entire home/apt,250,1,60,1,0
Manhattan,40.73854,-74.00820999999999,Private room,80,90,9,1,338
Manhattan,40.75877,-73.98863,Entire home/apt,230,2,179,1,44
Brooklyn,40.67688,-73.9859,Entire home/apt,100,7,9,1,0
Brooklyn,40.700509999999994,-73.92204,Private room,40,1,1,1,5
Manhattan,40.71712,-73.98898,Private room,200,30,25,1,0
Staten Island,40.60742,-74.14388000000001,Private room,80,2,2,1,158
Brooklyn,40.68741,-73.95741,Private room,79,3,152,3,192
Queens,40.75627,-73.9211,Entire home/apt,95,30,24,8,358
Manhattan,40.798159999999996,-73.9619,Entire home/apt,300,2,45,3,31
Brooklyn,40.61927,-74.0307,Entire home/apt,100,30,7,1,241
Manhattan,40.8078,-73.95208000000001,Private room,80,7,19,1,285
Brooklyn,40.61922,-73.99399,Entire home/apt,110,1,24,1,183
Brooklyn,40.68275,-73.96148000000001,Entire home/apt,172,4,8,2,189
Manhattan,40.71813,-73.98416,Entire home/apt,199,1,29,2,162
Manhattan,40.718920000000004,-73.98401,Entire home/apt,199,1,14,2,158
Manhattan,40.816,-73.95545,Private room,100,1,33,1,84
Manhattan,40.82748,-73.95153,Private room,55,4,99,1,260
Brooklyn,40.68634,-73.95088,Private room,75,3,59,3,0
Manhattan,40.72229,-73.97901,Entire home/apt,146,3,142,1,166
Manhattan,40.72956,-73.99287,Private room,250,2,0,1,0
Brooklyn,40.72595,-73.95298000000001,Entire home/apt,116,29,22,1,335
Manhattan,40.711929999999995,-74.00816999999999,Private room,150,3,82,2,90
Brooklyn,40.68012,-73.97847,Private room,120,2,23,6,342
Manhattan,40.742329999999995,-73.99865,Entire home/apt,199,4,32,1,28
Brooklyn,40.674240000000005,-73.96665,Entire home/apt,150,5,24,1,363
Manhattan,40.80486,-73.95298000000001,Private room,69,1,59,2,86
Manhattan,40.80307,-73.95048,Private room,300,55,6,2,83
Brooklyn,40.68653,-73.98562,Entire home/apt,230,4,18,1,0
Manhattan,40.742670000000004,-73.98569,Entire home/apt,125,4,3,1,0
Brooklyn,40.687490000000004,-73.95494000000001,Private room,79,3,115,3,264
Brooklyn,40.68645,-73.97538,Private room,130,3,154,2,305
Brooklyn,40.68999,-73.96710999999999,Private room,239,1,164,11,356
Staten Island,40.61077,-74.06824,Entire home/apt,75,6,76,1,278
Brooklyn,40.711259999999996,-73.94575999999999,Entire home/apt,220,3,116,2,135
Brooklyn,40.67855,-73.94949,Entire home/apt,80,3,234,4,308
Manhattan,40.72416,-73.9853,Entire home/apt,288,2,120,1,229
Brooklyn,40.685159999999996,-73.92520999999999,Entire home/apt,135,4,82,1,273
Manhattan,40.73507,-74.00048000000001,Entire home/apt,225,3,13,1,83
Manhattan,40.71611,-73.99828000000001,Private room,110,30,59,1,281
Brooklyn,40.67964,-73.93946,Entire home/apt,100,7,63,1,321
Manhattan,40.76189,-73.99,Private room,130,2,52,1,303
Manhattan,40.72645,-73.98035,Private room,89,1,278,3,192
Brooklyn,40.662929999999996,-73.99833000000001,Entire home/apt,200,5,1,1,0
Brooklyn,40.690459999999995,-73.95167,Entire home/apt,80,2,35,1,36
Bronx,40.830009999999994,-73.92158,Private room,50,5,235,2,271
Manhattan,40.792390000000005,-73.94535,Entire home/apt,135,28,115,2,341
Manhattan,40.727090000000004,-73.98274,Private room,90,1,109,1,333
Manhattan,40.72599,-74.00168000000001,Private room,270,5,1,1,210
Brooklyn,40.68309,-73.94219,Entire home/apt,110,3,305,1,231
Manhattan,40.79442,-73.93433,Entire home/apt,145,1,102,1,308
Manhattan,40.76166,-73.99675,Entire home/apt,179,30,83,1,292
Queens,40.70163,-73.90867,Private room,55,1,19,1,311
Manhattan,40.75575,-73.96842,Private room,110,2,61,1,264
Manhattan,40.80903,-73.94197,Entire home/apt,325,5,89,1,153
Queens,40.74581,-73.95295,Private room,75,30,65,3,219
Brooklyn,40.66414,-73.98574,Entire home/apt,300,1,40,1,0
Manhattan,40.74,-74.00381,Private room,130,30,80,2,332
Manhattan,40.753479999999996,-73.97065,Entire home/apt,190,30,136,1,120
Manhattan,40.720659999999995,-73.98506,Entire home/apt,200,3,100,1,191
Brooklyn,40.717459999999996,-73.95496999999999,Entire home/apt,180,2,125,3,248
Brooklyn,40.70257,-73.9847,Entire home/apt,350,5,40,1,67
Manhattan,40.722640000000006,-73.9837,Entire home/apt,160,4,0,1,0
Manhattan,40.73833,-73.98186,Entire home/apt,195,30,139,4,325
Manhattan,40.73268,-73.99255,Entire home/apt,241,30,0,1,249
Manhattan,40.718920000000004,-73.99628,Entire home/apt,300,7,2,1,0
Queens,40.776790000000005,-73.91686999999999,Entire home/apt,75,28,49,1,313
Manhattan,40.71693,-73.98948,Entire home/apt,100,5,8,1,0
Manhattan,40.73685,-73.98359,Entire home/apt,399,1,0,1,12
Brooklyn,40.68501,-73.97019,Private room,85,5,124,1,69
Brooklyn,40.66068,-73.96003,Entire home/apt,80,21,5,1,0
Brooklyn,40.67722,-73.96542,Private room,55,1,147,1,293
Brooklyn,40.68975,-73.96703000000001,Private room,438,1,43,11,363
Brooklyn,40.692209999999996,-73.95866,Entire home/apt,110,6,8,1,4
Manhattan,40.729690000000005,-74.00635,Entire home/apt,200,2,37,1,257
Brooklyn,40.6893,-73.96602,Private room,279,1,120,11,362
Brooklyn,40.70832,-73.94157,Entire home/apt,137,1,24,1,0
Brooklyn,40.68016,-73.94878,Entire home/apt,280,3,5,1,365
Brooklyn,40.70875,-73.95508000000001,Entire home/apt,199,30,242,1,102
Manhattan,40.85888,-73.92886,Private room,71,4,229,1,26
Bronx,40.8679,-73.90023000000001,Private room,42,2,108,2,302
Brooklyn,40.6889,-73.95383000000001,Entire home/apt,180,2,181,1,280
Manhattan,40.75127,-73.99637,Entire home/apt,226,5,34,1,302
Brooklyn,40.67607,-73.94421,Private room,85,3,5,1,281
Manhattan,40.73834,-73.9823,Entire home/apt,135,1,5,1,0
Queens,40.7347,-73.88065999999999,Entire home/apt,79,4,60,2,297
Manhattan,40.718759999999996,-73.98850999999999,Entire home/apt,154,1,238,1,246
Brooklyn,40.73787,-73.95385,Entire home/apt,199,3,34,28,60
Manhattan,40.73066,-74.00287,Entire home/apt,700,3,131,4,296
Manhattan,40.73291,-74.00059,Entire home/apt,246,4,6,1,0
Manhattan,40.85099,-73.92822,Private room,125,60,4,1,364
Brooklyn,40.68707,-73.91918000000001,Private room,100,1,7,4,281
Brooklyn,40.7184,-73.96019,Entire home/apt,295,5,125,1,0
Brooklyn,40.67495,-73.95563,Private room,150,3,0,1,0
Manhattan,40.71582,-73.99902,Entire home/apt,119,1,49,1,0
Manhattan,40.81068,-73.94288,Private room,125,1,11,2,365
Manhattan,40.81122,-73.94279,Entire home/apt,400,5,0,2,365
Manhattan,40.73129,-73.99944,Entire home/apt,850,3,107,1,249
Brooklyn,40.71628,-73.95737,Private room,129,2,241,1,303
Manhattan,40.785579999999996,-73.9726,Private room,140,1,176,1,300
Manhattan,40.7146,-73.991,Private room,115,4,151,2,323
Manhattan,40.79493,-73.94462,Entire home/apt,200,3,49,2,0
Brooklyn,40.6623,-73.99049000000001,Entire home/apt,96,120,13,1,204
Brooklyn,40.73693,-73.95284000000001,Entire home/apt,199,3,33,28,60
Brooklyn,40.73641,-73.9533,Entire home/apt,199,3,24,28,84
Brooklyn,40.73794,-73.95254,Entire home/apt,199,3,59,28,60
Brooklyn,40.58147,-73.96726,Private room,69,1,2,1,303
Manhattan,40.797709999999995,-73.96323000000001,Entire home/apt,185,2,16,1,261
Manhattan,40.81512,-73.94691999999999,Private room,81,2,72,1,0
Brooklyn,40.7373,-73.95323,Entire home/apt,199,3,24,28,60
Brooklyn,40.73708,-73.95271,Entire home/apt,199,3,23,28,60
Brooklyn,40.73652,-73.95236,Entire home/apt,199,3,43,28,60
Brooklyn,40.73693,-73.95316,Entire home/apt,199,3,30,28,56
Brooklyn,40.737840000000006,-73.95324000000001,Entire home/apt,199,3,39,28,84
Brooklyn,40.736740000000005,-73.95246999999999,Private room,349,3,8,28,58
Brooklyn,40.737829999999995,-73.95259,Private room,249,3,3,28,60
Brooklyn,40.737140000000004,-73.95296,Private room,299,3,6,28,60
Brooklyn,40.73731,-73.9545,Private room,179,3,4,28,81
Queens,40.74965,-73.89344,Private room,54,5,56,3,365
Brooklyn,40.73793,-73.95316,Private room,599,3,7,28,60
Brooklyn,40.68197,-73.96549,Entire home/apt,110,1,2,1,0
Brooklyn,40.702709999999996,-73.91566,Entire home/apt,220,2,178,1,297
Brooklyn,40.7116,-73.9529,Private room,89,30,30,1,91
Brooklyn,40.692409999999995,-73.94885,Entire home/apt,170,2,190,1,315
Manhattan,40.720040000000004,-73.99424,Entire home/apt,495,7,25,2,338
Queens,40.74511,-73.92398,Entire home/apt,80,10,81,2,40
Manhattan,40.74599,-74.00253000000001,Entire home/apt,760,2,7,1,361
Brooklyn,40.68946,-73.99385,Private room,98,4,216,1,288
Brooklyn,40.68226,-73.95473,Entire home/apt,125,30,31,1,218
Brooklyn,40.67855,-73.8896,Private room,48,90,53,2,1
Brooklyn,40.714079999999996,-73.9489,Private room,64,3,247,2,117
Brooklyn,40.68618,-73.96144,Entire home/apt,154,3,233,1,0
Brooklyn,40.673790000000004,-73.98454,Entire home/apt,139,3,135,1,204
Queens,40.70554,-73.76637,Private room,75,4,20,1,0
Manhattan,40.74031,-74.00532,Entire home/apt,325,4,46,1,20
Manhattan,40.746179999999995,-74.00392,Entire home/apt,195,365,10,1,0
Manhattan,40.81872,-73.94566999999999,Private room,58,1,143,1,0
Staten Island,40.59251,-74.06479,Entire home/apt,250,2,21,4,333
Staten Island,40.59101,-74.06685,Private room,50,7,0,4,189
Staten Island,40.592620000000004,-74.06659,Entire home/apt,125,2,8,4,353
Brooklyn,40.69142,-73.97203,Entire home/apt,70,7,4,2,0
Manhattan,40.76928,-73.95021,Entire home/apt,189,2,314,2,206
Brooklyn,40.68338,-73.95289,Entire home/apt,130,3,18,1,1
Manhattan,40.72953,-74.00461999999999,Entire home/apt,145,7,11,1,0
Manhattan,40.70523,-74.01345,Private room,101,7,51,1,307
Manhattan,40.74025,-74.00161,Private room,95,5,20,1,0
Manhattan,40.733779999999996,-74.00429,Entire home/apt,375,7,8,1,0
Manhattan,40.72087,-73.99022,Entire home/apt,153,31,59,1,27
Brooklyn,40.64468,-73.94219,Entire home/apt,92,4,54,1,27
Manhattan,40.7193,-73.98966,Private room,80,5,10,1,348
Manhattan,40.73312,-74.0042,Entire home/apt,300,4,153,4,246
Brooklyn,40.69778,-73.97676,Entire home/apt,145,3,110,1,15
Manhattan,40.72534,-73.98591,Private room,88,2,69,2,0
Manhattan,40.821509999999996,-73.94516,Entire home/apt,155,1,1,1,5
Brooklyn,40.72059,-73.9567,Entire home/apt,185,180,24,1,0
Queens,40.74558,-73.92324,Private room,73,2,95,2,0
Manhattan,40.79433,-73.9765,Entire home/apt,225,2,129,1,107
Manhattan,40.81055,-73.95549,Private room,85,7,171,2,144
Brooklyn,40.6711,-73.95231,Private room,99,2,20,1,98
Brooklyn,40.67962,-73.88928,Private room,48,90,17,2,0
Manhattan,40.762170000000005,-73.98411,Entire home/apt,200,5,8,1,0
Manhattan,40.76128,-73.96463,Entire home/apt,485,7,11,1,0
Manhattan,40.72313,-73.99438,Entire home/apt,310,5,5,1,89
Brooklyn,40.7177,-73.95576,Entire home/apt,110,4,0,1,354
Manhattan,40.78448,-73.97289,Entire home/apt,109,30,36,5,286
Manhattan,40.78304,-73.97447,Entire home/apt,167,30,16,5,252
Brooklyn,40.68737,-73.97125,Entire home/apt,147,15,5,1,189
