bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Kensington,94 McConnell St,2,casa,1031000.0,4.2,3031.0,1,1,163.0,99.0,1900.0,-37.7929,144.9287
Collingwood,71 Palmer St,2,casa,888000.0,1.6,3066.0,1,0,112.0,100.0,1900.0,-37.80012,144.99007
Richmond,5 Union St,3,casa,1520000.0,2.6,3121.0,1,2,248.0,100.0,1900.0,-37.8185,144.9935
Malvern,7 Hunter St,2,casa,1326000.0,7.4,3144.0,1,0,254.0,100.0,1900.0,-37.8674,145.0355
Footscray,47 Shepherd St,3,casa,871000.0,6.4,3011.0,1,1,267.0,101.0,1900.0,-37.79507,144.8936
Ascot Vale,4 The Parade,2,casa,950000.0,5.9,3032.0,1,1,173.0,102.0,1900.0,-37.7731,144.9206
Richmond,19 Dickens St,3,casa,1270000.0,2.6,3121.0,1,1,181.0,102.0,1900.0,-37.8203,145.0092
South Melbourne,25 Mountain St,3,casa,1270000.0,2.1,3205.0,1,0,149.0,104.0,1900.0,-37.8374,144.9495
Kensington,67 Collett St,3,casa,1010000.0,4.2,3031.0,1,0,234.0,104.0,1900.0,-37.7923,144.9332
Richmond,247 Church St,3,casa,1010000.0,2.6,3121.0,1,1,199.0,105.0,1900.0,-37.8193,144.9993
Armadale,14 New St,3,casa,1300000.0,6.3,3143.0,1,2,212.0,106.0,1900.0,-37.8542,145.0149
Hawthorn,31 Smart St,2,casa,1800000.0,4.6,3122.0,1,0,221.0,106.0,1900.0,-37.81633,145.04053000000005
Collingwood,6 Forest St,2,casa,981000.0,1.6,3066.0,1,0,188.0,107.0,1900.0,-37.7964,144.9923
Albert Park,29 Faussett St,2,casa,2120000.0,3.3,3206.0,1,1,199.0,107.0,1900.0,-37.8422,144.9554
Moonee Ponds,82 Argyle St,3,casa,990000.0,6.9,3039.0,1,2,328.0,107.0,1900.0,-37.7658,144.9077
Footscray,69 MacPherson St,2,casa,757500.0,6.4,3011.0,1,0,258.0,108.0,1900.0,-37.7959,144.8901
Armadale,63 Denbigh Rd,3,casa,1900000.0,6.3,3143.0,1,2,328.0,108.0,1900.0,-37.8559,145.0158
Fitzroy,107 Cecil St,2,casa,1300000.0,1.6,3065.0,1,1,157.0,110.0,1900.0,-37.7941,144.98
Richmond,8 George St,2,casa,1189000.0,2.6,3121.0,1,0,158.0,110.0,1900.0,-37.8232,145.0002
Seddon,22 Alfred St,3,casa,1080000.0,6.6,3011.0,1,0,234.0,111.0,1900.0,-37.8051,144.8858
Brunswick,217 Victoria St,3,casa,1210000.0,5.2,3056.0,1,0,282.0,112.0,1900.0,-37.76735,144.96598
Newport,7 Effingham Rd,3,casa,1305000.0,8.4,3015.0,1,0,357.0,112.0,1900.0,-37.8459,144.8877
Kensington,72 Bayswater Rd,3,casa,1271000.0,4.2,3031.0,1,1,284.0,113.0,1900.0,-37.7938,144.9228
Richmond,32 Cameron St,3,casa,1555000.0,2.6,3121.0,1,0,250.0,115.0,1900.0,-37.8167,144.9978
Spotswood,14 Robb St,3,casa,1100000.0,7.7,3015.0,1,0,305.0,115.0,1900.0,-37.8288,144.96669
Hawthorn East,20 Stewart St,3,casa,1650000.0,7.5,3123.0,1,1,354.0,115.0,1900.0,-37.8225,145.0551
Richmond,36 Elm Gr,3,casa,1695000.0,2.6,3121.0,1,3,210.0,118.0,1900.0,-37.8247,145.0001
Newport,73 Farm St,3,casa,923000.0,8.4,3015.0,1,0,221.0,118.0,1900.0,-37.8415,144.8852
Elsternwick,12 Rusden St,3,casa,965000.0,8.5,3185.0,1,2,275.0,119.0,1900.0,-37.8859,144.9994
Yarraville,30 Simpson St,3,casa,1460000.0,7.0,3013.0,1,2,463.0,119.0,1900.0,-37.8172,144.8924
Kensington,39 Henry St,3,casa,1455000.0,4.2,3031.0,1,0,275.0,120.0,1900.0,-37.7954,144.9274
Williamstown,8 Princes St,3,casa,1150000.0,8.0,3016.0,1,0,308.0,120.0,1900.0,-37.85363,144.88842
Brunswick East,156 Glenlyon Rd,3,casa,1050000.0,4.5,3057.0,1,1,279.0,122.0,1900.0,-37.7729,144.9722
Middle Park,141 Richardson St,3,casa,1910000.0,4.1,3206.0,1,3,217.0,125.0,1900.0,-37.8474,144.9582
Hawthorn,5 Wattle Gr,3,casa,1855000.0,4.6,3122.0,1,1,304.0,125.0,1900.0,-37.8253,145.0287
Brunswick,19 Horne St,3,casa,1550000.0,5.2,3056.0,1,1,346.0,126.0,1900.0,-37.7738,144.9695
Fitzroy North,780 Brunswick St,3,casa,1371000.0,3.5,3068.0,1,1,197.0,128.0,1900.0,-37.7835,144.9816
Richmond,255 Coppin St,3,casa,1275000.0,2.6,3121.0,1,2,204.0,128.0,1900.0,-37.8285,145.0022
Richmond,30 Rowena Pde,3,casa,1345000.0,2.6,3121.0,1,1,209.0,128.0,1900.0,-37.8206,144.9913
Footscray,95 Gordon St,3,casa,780000.0,6.4,3011.0,1,2,323.0,129.0,1900.0,-37.7935,144.8893
Brunswick,311 Albion St,3,casa,825000.0,5.2,3056.0,1,1,210.0,130.0,1900.0,-37.7597,144.9545
Kew,33 Disraeli St,3,casa,1440000.0,5.6,3101.0,1,1,298.0,130.0,1900.0,-37.8021,145.0391
Coburg,11 Station St,3,casa,725000.0,7.8,3058.0,1,0,238.0,131.0,1900.0,-37.7539,144.9612
Ascot Vale,78 The Parade,3,casa,1440000.0,5.9,3032.0,1,1,487.0,131.0,1900.0,-37.7725,144.9146
Middle Park,198 Page St,3,casa,2350000.0,4.1,3206.0,1,2,277.0,132.0,1900.0,-37.8516,144.9624
Brunswick West,121 Pearson St,3,casa,1300000.0,5.9,3055.0,1,2,364.0,135.0,1900.0,-37.7618,144.9497
Essendon,42 Fitzgerald Rd,3,casa,1131000.0,8.0,3040.0,1,1,387.0,135.0,1900.0,-37.75499,144.91593999999995
Seddon,54 Charles St,3,casa,1032000.0,6.6,3011.0,1,0,224.0,136.0,1900.0,-37.8067,144.8934
Brunswick,129 Albion St,4,casa,1115000.0,5.2,3056.0,1,0,264.0,139.0,1900.0,-37.7611,144.9677
Richmond,25 Egan St,3,casa,1074000.0,2.6,3121.0,1,0,245.0,140.0,1900.0,-37.8138,144.9921
Flemington,11 Finsbury St,3,casa,1130000.0,4.4,3031.0,1,0,294.0,140.0,1900.0,-37.7856,144.9292
Northcote,24 Barry St,3,casa,1715000.0,5.5,3070.0,1,1,407.0,143.0,1900.0,-37.7799,144.9937
Surrey Hills,95 Guildford Rd,4,casa,1700000.0,11.2,3127.0,1,1,579.0,143.0,1900.0,-37.8224,145.0959
Richmond,25 Palmer St,4,casa,1775000.0,2.6,3121.0,1,0,434.0,144.0,1900.0,-37.8185,145.0061
Essendon,7 Hilda St,3,casa,1150000.0,8.0,3040.0,1,0,300.0,145.0,1900.0,-37.7548,144.9315
Williamstown,16 Princes St,4,casa,1126000.0,8.0,3016.0,1,1,307.0,150.0,1900.0,-37.8525,144.8945
Moonee Ponds,35 Athol St,3,casa,1425000.0,6.9,3039.0,1,1,526.0,159.0,1900.0,-37.7701,144.9172
Prahran,48 Wrights Tce,2,casa,1303000.0,4.5,3181.0,1,0,288.0,160.0,1900.0,-37.8512,145.0053
Armadale,25 Llaneast St,4,casa,2200000.0,6.3,3143.0,1,2,495.0,163.0,1900.0,-37.8613,145.0264
Northcote,155 Westbourne Gr,3,casa,1510000.0,5.5,3070.0,1,3,327.0,165.0,1900.0,-37.7741,144.9971
Ascot Vale,1 Bloomfield Rd,3,casa,1305000.0,5.9,3032.0,1,1,278.0,166.0,1900.0,-37.7768,144.9223
Ascot Vale,10 McCully St,3,casa,1377000.0,5.9,3032.0,1,1,417.0,168.0,1900.0,-37.7756,144.9208
Moonee Ponds,35 Addison St,4,casa,1637000.0,6.9,3039.0,1,3,539.0,190.0,1900.0,-37.7701,144.9287
Essendon,33 McCarron Pde,4,casa,1635000.0,8.0,3040.0,1,2,638.0,227.0,1900.0,-37.7523,144.9052
Essendon,33 McCarron Pde,4,casa,1535000.0,8.0,3040.0,1,2,638.0,227.0,1900.0,-37.7523,144.9052
Richmond,43 Gardner St,2,casa,1050000.0,2.6,3121.0,1,0,134.0,63.7,1900.0,-37.82499,145.0104
Richmond,40 York St,3,casa,1550000.0,2.6,3121.0,2,1,131.0,76.0,1900.0,-37.8132,144.9929
Prahran,75 Pridham St,3,casa,1220000.0,4.5,3181.0,2,1,112.0,100.0,1900.0,-37.8517,145.0056
Middle Park,287 Richardson St,4,casa,3120000.0,4.1,3206.0,2,1,182.0,100.0,1900.0,-37.8518,144.9663
Armadale,10 William St,1,casa,1435000.0,6.3,3143.0,2,1,144.0,107.0,1900.0,-37.8564,145.0228
Richmond,320 Church St,3,casa,1651000.0,2.6,3121.0,2,1,192.0,111.0,1900.0,-37.8212,144.9985
Richmond,29 Westbank Tce,3,casa,1850000.0,2.6,3121.0,2,1,203.0,112.0,1900.0,-37.8214,145.0132
Port Melbourne,95 Heath St,3,casa,1560000.0,3.8,3207.0,2,2,241.0,131.0,1900.0,-37.8346,144.9448
Coburg,34 Reynard St,4,casa,1005000.0,7.8,3058.0,2,1,172.0,135.0,1900.0,-37.74833,144.96336000000005
Abbotsford,3/72 Charles St,4,casa,1330000.0,2.5,3067.0,2,2,780.0,135.0,1900.0,-37.8073,144.9952
Elwood,23 Byron St,3,casa,1520000.0,7.7,3184.0,2,1,362.0,138.0,1900.0,-37.87891,144.99331999999995
Prahran,62 Pridham St,3,casa,1612000.0,4.5,3181.0,2,0,146.0,139.0,1900.0,-37.8519,145.0055
Brunswick West,10 Shamrock St,3,casa,1100000.0,5.9,3055.0,2,1,169.0,139.0,1900.0,-37.75852,144.95039
Williamstown,33 Cecil St,3,casa,1310000.0,8.0,3016.0,2,1,185.0,139.0,1900.0,-37.8664,144.9072
Toorak,13 Bruce St,3,casa,1900000.0,4.6,3142.0,2,1,268.0,139.0,1900.0,-37.8369,145.0072
Seddon,44 Alexander St,3,casa,1075000.0,6.6,3011.0,2,1,306.0,140.0,1900.0,-37.8038,144.8896
Richmond,134 Coppin St,3,casa,1456000.0,2.6,3121.0,2,1,157.0,141.0,1900.0,-37.8225,145.0029
Richmond,8 Survey St,4,casa,1591000.0,2.6,3121.0,2,1,263.0,145.0,1900.0,-37.8261,145.0127
Coburg,3 Beckwith St,3,casa,1250000.0,7.8,3058.0,2,2,500.0,148.0,1900.0,-37.7382,144.96526
Flemington,29 Finsbury St,3,casa,1100000.0,4.4,3031.0,2,0,179.0,150.0,1900.0,-37.7857,144.9305
Thornbury,42 Mansfield St,4,casa,1478000.0,6.5,3071.0,2,0,387.0,152.0,1900.0,-37.7569,145.0041
Yarraville,29 Frederick St,4,casa,1200000.0,7.0,3013.0,2,2,417.0,157.0,1900.0,-37.8197,144.8969
Port Melbourne,255 Ross St,4,casa,1820000.0,3.8,3207.0,2,1,212.0,158.0,1900.0,-37.8331,144.9412
Newport,8 Agg St,3,casa,993000.0,8.4,3015.0,2,2,348.0,158.0,1900.0,-37.8435,144.8788
Ascot Vale,43 Bloomfield Rd,4,casa,1430000.0,5.9,3032.0,2,0,418.0,158.0,1900.0,-37.7766,144.9187
Carlton North,292 Amess St,4,casa,1950000.0,3.2,3054.0,2,2,207.0,162.0,1900.0,-37.7804,144.9748
Richmond,288 Church St,3,casa,1555000.0,2.6,3121.0,2,1,189.0,164.0,1900.0,-37.82,144.9987
Fitzroy North,70 Park St,4,casa,1785000.0,3.5,3068.0,2,1,188.0,165.0,1900.0,-37.7815,144.9869
Hawthorn East,36 Invermay Gr,4,casa,2381000.0,7.5,3123.0,2,2,457.0,166.0,1900.0,-37.8332,145.0461
South Melbourne,20 Glover St,3,casa,2240000.0,2.1,3205.0,2,1,197.0,168.0,1900.0,-37.80461,144.89673
Ascot Vale,44 Walter St,3,casa,1381500.0,5.9,3032.0,2,2,416.0,168.0,1900.0,-37.7727,144.9055
Essendon,65 Napier St,3,casa,1467000.0,8.0,3040.0,2,2,188.0,171.0,1900.0,-37.7532,144.9178
Carlton North,392 Station St,2,casa,2400000.0,3.2,3054.0,2,0,413.0,172.0,1900.0,-37.7875,144.9759
Balaclava,18 Linton St,4,casa,1819000.0,6.6,3183.0,2,1,244.0,180.0,1900.0,-37.8668,144.9928
Brunswick,177 Barkly St,4,casa,1800000.0,5.2,3056.0,2,3,271.0,180.0,1900.0,-37.7769,144.9691
Travancore,110 Baroda St,4,casa,1562000.0,5.3,3032.0,2,1,621.0,192.0,1900.0,-37.7778,144.9346
Richmond,46 Park Gr,4,casa,1800000.0,2.6,3121.0,2,0,288.0,193.0,1900.0,-37.8268,145.0129
Hawthorn East,4 Temple St,6,casa,1666000.0,7.5,3123.0,2,0,350.0,198.0,1900.0,-37.8219,145.0556
Elsternwick,87 Orrong Rd,3,casa,1750000.0,8.5,3185.0,2,2,517.0,207.0,1900.0,-37.8813,145.0063
Maribyrnong,33 Newstead St,3,casa,1320000.0,8.7,3032.0,2,2,645.0,211.0,1900.0,-37.7662,144.8971
Williamstown,33 Hannan St,4,casa,2230000.0,8.0,3016.0,2,2,782.0,212.0,1900.0,-37.8647,144.8867
Northcote,29 Westgarth St,4,casa,1700000.0,5.5,3070.0,2,1,415.0,218.0,1900.0,-37.7807,144.9948
Hawthorn East,91 Rathmines Rd,4,casa,2350000.0,7.5,3123.0,2,2,556.0,220.0,1900.0,-37.8204,145.0516
Oakleigh,110 Atkinson St,4,casa,1840000.0,14.0,3166.0,2,2,598.0,222.0,1900.0,-37.89989,145.10143
Armadale,35 Northcote Rd,4,casa,2801000.0,6.3,3143.0,2,2,624.0,222.0,1900.0,-37.8536,145.0173
Northcote,157 Bastings St,5,casa,1750000.0,5.5,3070.0,2,0,406.0,225.0,1900.0,-37.76338,144.99504
Kew,17 Hartington St,5,casa,2800000.0,5.6,3101.0,2,3,920.0,241.0,1900.0,-37.8017,145.0419
Ascot Vale,26 Ayr St,6,casa,1430000.0,5.9,3032.0,2,1,461.0,286.0,1900.0,-37.78,144.9295
Port Melbourne,130 Clark St,4,casa,2700000.0,3.8,3207.0,3,2,317.0,156.0,1900.0,-37.84441,144.9378
Elwood,78 Dickens St,4,casa,2200000.0,7.7,3184.0,3,2,348.0,218.0,1900.0,-37.8748,144.9778
Coburg,144 The Avenue,4,casa,1250000.0,7.8,3058.0,3,1,515.0,249.0,1900.0,-37.7537,144.9766
Ascot Vale,44 The Parade,4,casa,1850000.0,5.9,3032.0,3,1,478.0,270.0,1900.0,-37.7729,144.9179
Surrey Hills,8 Durham Rd,4,casa,2370000.0,11.2,3127.0,3,2,773.0,300.0,1900.0,-37.83472,145.09134
Moonee Ponds,25 Mantell St,4,casa,2400000.0,6.9,3039.0,4,2,636.0,308.0,1900.0,-37.7629,144.9157
St Kilda,10 Charlotte Pl,5,casa,4400000.0,6.1,3182.0,4,4,657.0,312.0,1900.0,-37.8582,144.9913
Hawthorn East,63 Victoria Rd,5,casa,2250000.0,7.5,3123.0,2,2,452.0,319.0,1902.0,-37.8223,145.0494
Mont Albert,72 Churchill St,4,casa,3900000.0,11.8,3127.0,2,6,2187.0,327.0,1903.0,-37.8186,145.1134
Clifton Hill,32 Caroline St,4,casa,3010000.0,3.4,3068.0,3,2,382.0,250.0,1903.0,-37.7897,144.9992
Ascot Vale,120 Epsom Rd,3,casa,970000.0,5.9,3032.0,1,2,350.0,125.0,1904.0,-37.7759,144.91
Clifton Hill,487 Hoddle St,3,casa,1652500.0,3.4,3068.0,1,0,276.0,170.0,1904.0,-37.7933,144.9938
Hampton,36 Thomas St,4,casa,3250000.0,13.7,3188.0,3,2,928.0,300.0,1904.0,-37.9389,145.0062
Prahran,44 Spring St,1,casa,860000.0,4.5,3181.0,1,0,108.0,54.0,1905.0,-37.85125,144.99028
Port Melbourne,230 Nott St,3,casa,1384000.0,3.8,3207.0,1,0,184.0,100.0,1905.0,-37.8348,144.9443
Brunswick,234 Victoria St,2,casa,1026000.0,5.2,3056.0,1,0,225.0,108.0,1905.0,-37.7676,144.9665
Hawthorn,95 Church St,3,casa,1525000.0,4.6,3122.0,1,0,269.0,134.0,1905.0,-37.81624,145.03671
Fitzroy North,55 Seacombe St,3,casa,1450000.0,3.5,3068.0,2,1,118.0,103.0,1905.0,-37.7839,144.9807
Box Hill,18 Glenmore St,4,casa,1560000.0,13.1,3128.0,2,3,729.0,167.0,1905.0,-37.8233,145.1267
Hawthorn East,336 Riversdale Rd,4,casa,2450000.0,7.5,3123.0,2,1,697.0,172.0,1905.0,-37.8307,145.0498
Elsternwick,4 Buxton St,3,casa,1755000.0,8.5,3185.0,2,1,391.0,173.0,1905.0,-37.8885,145.0133
Elsternwick,21 Liscard St,3,casa,1800000.0,8.5,3185.0,2,2,492.0,181.0,1905.0,-37.8789,145.0048
Carlton North,235 Amess St,4,casa,3450000.0,3.2,3054.0,2,1,515.0,203.0,1905.0,-37.78167,144.97415
Hawthorn,4 Bowen St,4,casa,2670000.0,4.6,3122.0,2,1,336.0,235.0,1905.0,-37.8183,145.0371
Brighton,133 Head St,4,casa,2905000.0,11.2,3186.0,3,1,487.0,260.0,1905.0,-37.8926,144.9991
Moonee Ponds,4 Addison St,4,casa,1530000.0,6.9,3039.0,2,1,431.0,152.0,1906.0,-37.7702,144.9268
Elsternwick,2 Park St,3,casa,2345000.0,8.5,3185.0,2,1,419.0,204.0,1908.0,-37.8817,145.0126
Fitzroy North,50 Freeman St,2,casa,870000.0,3.5,3068.0,1,0,107.0,64.0,1910.0,-37.7898,144.9794
Brunswick,35 Percy St,2,casa,705000.0,5.2,3056.0,1,1,161.0,68.0,1910.0,-37.7646,144.9586
Port Melbourne,8 Garton St,2,casa,1080000.0,3.8,3207.0,1,0,105.0,70.0,1910.0,-37.8338,144.9474
Port Melbourne,172 Albert St,2,casa,1060000.0,3.8,3207.0,1,0,106.0,70.0,1910.0,-37.8346,144.9373
Port Melbourne,243 Graham St,2,casa,1101000.0,3.8,3207.0,1,0,152.0,71.0,1910.0,-37.8393,144.9386
Middle Park,33 Nimmo St,2,casa,1920000.0,4.1,3206.0,1,0,152.0,82.0,1910.0,-37.8498,144.9628
Clifton Hill,85 Roseneath St,2,casa,1105000.0,3.4,3068.0,1,1,185.0,84.0,1910.0,-37.7927,144.9981
Preston,13 Garnet St,2,casa,700000.0,8.8,3072.0,1,1,214.0,85.0,1910.0,-37.7462,145.0044
Brunswick West,201 Hope St,2,casa,711000.0,5.9,3055.0,1,1,177.0,87.0,1910.0,-37.7619,144.9412
Brunswick,105 Dawson St,2,casa,860000.0,5.2,3056.0,1,1,298.0,88.0,1910.0,-37.7704,144.9504
South Yarra,9 Moore St,3,casa,1125000.0,3.3,3141.0,1,0,146.0,89.0,1910.0,-37.8454,144.9888
Footscray,167 Gordon St,2,casa,711000.0,6.4,3011.0,1,2,253.0,90.0,1910.0,-37.7968,144.8887
Kew,75 Earl St,2,casa,2875000.0,5.6,3101.0,1,1,1065.0,90.0,1910.0,-37.7944,145.0339
Brunswick,39 Eveline St,3,casa,1125000.0,5.2,3056.0,1,1,278.0,91.0,1910.0,-37.7701,144.9633
Richmond,43 Type St,3,casa,1270000.0,2.6,3121.0,1,1,152.0,92.0,1910.0,-37.8219,145.0096
Northcote,19 Hunter St,2,casa,890000.0,5.5,3070.0,1,1,225.0,92.0,1910.0,-37.7663,145.0009
Coburg,53 Hawthorn St,2,casa,903000.0,7.8,3058.0,1,1,253.0,94.0,1910.0,-37.7484,144.9521
Brunswick,77 Blyth St,3,casa,950000.0,5.2,3056.0,1,0,170.0,96.0,1910.0,-37.7661,144.9691
Yarraville,2 Hood St,4,casa,1158000.0,7.0,3013.0,1,3,411.0,96.0,1910.0,-37.8117,144.8873
Clifton Hill,413a Wellington St,2,casa,1209000.0,3.4,3068.0,1,1,140.0,97.0,1910.0,-37.7919,144.9884
St Kilda,34 Acland St,2,casa,1301000.0,6.1,3182.0,1,1,165.0,97.0,1910.0,-37.86364,144.97485
Northcote,118 Roberts St,2,casa,1101000.0,5.5,3070.0,1,0,229.0,99.0,1910.0,-37.7784,145.0042
Brunswick,175 Edward St,3,casa,1261000.0,5.2,3056.0,1,1,216.0,100.0,1910.0,-37.7746,144.9697
Malvern East,11 Findon St,2,casa,1036000.0,11.2,3145.0,1,1,310.0,102.0,1910.0,-37.8717,145.0399
Seddon,16 Margaret St,3,casa,965000.0,6.6,3011.0,1,0,217.0,104.0,1910.0,-37.8037,144.8874
Yarraville,83 Tarrengower St,3,casa,1165000.0,7.0,3013.0,1,0,191.0,105.0,1910.0,-37.8175,144.8879
South Melbourne,27 Lyell St,3,casa,1820000.0,2.1,3205.0,1,1,204.0,105.0,1910.0,-37.83874,144.96398
Yarraville,5 Hood St,2,casa,1000000.0,7.0,3013.0,1,1,220.0,105.0,1910.0,-37.8115,144.8875
Northcote,6 Clarke St,3,casa,1050000.0,5.5,3070.0,1,0,158.0,106.0,1910.0,-37.7756,144.9891
Kensington,35 Henry St,3,casa,1037000.0,4.2,3031.0,1,1,188.0,106.0,1910.0,-37.7953,144.9275
Maidstone,1/166 Mitchell St,3,casa,673000.0,9.2,3012.0,1,2,285.0,107.0,1910.0,-37.7813,144.8678
Glen Iris,318 Tooronga Rd,2,casa,1250000.0,9.2,3146.0,1,2,438.0,107.0,1910.0,-37.8511,145.0428
Ascot Vale,17 Ascot St,2,casa,705000.0,5.9,3032.0,1,3,252.0,108.0,1910.0,-37.7825,144.9206
Northcote,41 Johnson St,2,casa,1340000.0,5.5,3070.0,1,1,297.0,108.0,1910.0,-37.7627,144.9986
Brunswick East,22 Hickford St,2,casa,1283000.0,4.5,3057.0,1,1,263.0,109.0,1910.0,-37.76605,144.97416
Hawthorn,6 Salisbury Gr,3,casa,1741000.0,4.6,3122.0,1,1,383.0,109.0,1910.0,-37.8155,145.0385
Coburg,29 Hardwick St,2,casa,981000.0,7.8,3058.0,1,1,263.0,114.0,1910.0,-37.7493,144.97
Preston,14 Arthur St,2,casa,1065000.0,8.8,3072.0,1,3,507.0,114.0,1910.0,-37.7437,144.9995
Footscray,120 MacPherson St,3,casa,760000.0,6.4,3011.0,1,1,265.0,115.0,1910.0,-37.7975,144.8894
Albert Park,4 Ashworth St,3,casa,1700000.0,3.3,3206.0,1,1,178.0,116.0,1910.0,-37.84732,144.9495
Ascot Vale,70 Munro St,3,casa,955000.0,5.9,3032.0,1,1,263.0,117.0,1910.0,-37.7753,144.9116
Coburg,109 Moreland Rd,3,casa,825000.0,7.8,3058.0,1,1,374.0,118.0,1910.0,-37.7561,144.9715
Burnley,12 Loyola Gr,2,casa,1231010.0,3.5,3121.0,1,2,225.0,119.0,1910.0,-37.8285,145.0125
St Kilda,66 Clyde St,2,casa,1365000.0,6.1,3182.0,1,1,361.0,123.0,1910.0,-37.8646,144.98
Prahran,117 Charles St,3,casa,1255000.0,4.5,3181.0,1,1,231.0,124.0,1910.0,-37.8467,144.9894
Surrey Hills,18 Empress Rd,2,casa,1260000.0,11.2,3127.0,1,0,269.0,124.0,1910.0,-37.82535,145.10495
Moonee Ponds,29 Winchester St,2,casa,1015000.0,6.9,3039.0,1,1,228.0,125.0,1910.0,-37.7685,144.9183
Yarraville,38 Simpson St,3,casa,1275000.0,7.0,3013.0,1,2,229.0,128.0,1910.0,-37.8172,144.8919
Surrey Hills,17 Empress Rd,3,casa,2180000.0,11.2,3127.0,1,2,441.0,128.0,1910.0,-37.8204,145.0887
Malvern,22 Milton Pde,3,casa,2415000.0,7.4,3144.0,1,3,696.0,128.0,1910.0,-37.8462,145.0386
Thornbury,45A Harold St,3,casa,1280000.0,6.5,3071.0,1,1,253.0,130.0,1910.0,-37.7566,144.9965
Hawthorn East,40 Campbell Gr,3,casa,1420000.0,7.5,3123.0,1,2,362.0,130.0,1910.0,-37.8337,145.0504
Footscray,36 Windsor St,3,casa,932000.0,6.4,3011.0,1,1,451.0,130.0,1910.0,-37.8023,144.8915
Spotswood,24 Forrest St,3,casa,927000.0,7.7,3015.0,1,0,274.0,131.0,1910.0,-37.8282,144.8856
Malvern,14 Woodmason St,3,casa,1437000.0,7.4,3144.0,1,1,313.0,132.0,1910.0,-37.8511,145.0317
Brunswick,26 Warburton St,3,casa,1340000.0,5.2,3056.0,1,1,316.0,132.0,1910.0,-37.7741,144.9703
Hawthorn,7 Colvin Gr,3,casa,1700000.0,4.6,3122.0,1,2,338.0,132.0,1910.0,-37.81389,145.04423
Yarraville,15 Ofarrell St,4,casa,1401000.0,7.0,3013.0,1,1,306.0,133.0,1910.0,-37.8102,144.8885
Moonee Ponds,37 Lennox St,3,casa,1160000.0,6.9,3039.0,1,1,449.0,133.0,1910.0,-37.7674,144.9084
Seddon,61 Station Rd,3,casa,990000.0,6.6,3011.0,1,0,371.0,134.0,1910.0,-37.8066,144.8853
Kensington,41 Barnett St,3,casa,1165000.0,4.2,3031.0,1,0,239.0,135.0,1910.0,-37.7923,144.9324
Moonee Ponds,4 Lennox St,3,casa,840000.0,6.9,3039.0,1,0,307.0,136.0,1910.0,-37.7704,144.9083
Malvern East,9 Chanak St,3,casa,1490000.0,11.2,3145.0,1,1,322.0,137.0,1910.0,-37.8726,145.0396
Moonee Ponds,38 Addison St,3,casa,1480000.0,6.9,3039.0,1,2,436.0,142.0,1910.0,-37.7704,144.9292
Preston,91 Bruce St,3,casa,1150000.0,8.8,3072.0,1,2,566.0,143.0,1910.0,-37.7418,144.9934
Moonee Ponds,50 Wilson St,4,casa,1211000.0,6.9,3039.0,1,3,477.0,146.0,1910.0,-37.7632,144.9292
Elsternwick,44 Hartington St,4,casa,1400000.0,8.5,3185.0,1,1,489.0,150.0,1910.0,-37.8916,145.0123
Box Hill,17 Combarton St,3,casa,1760000.0,13.1,3128.0,1,0,741.0,151.0,1910.0,-37.8258,145.1246
Footscray,20 Nicholson St,4,casa,1450000.0,6.4,3011.0,1,1,799.0,160.0,1910.0,-37.7958,144.9001
Carlton North,989 Drummond St,3,casa,2950000.0,3.2,3054.0,1,2,499.0,164.0,1910.0,-37.7811,144.9715
Coburg,171 Moreland Rd,4,casa,145000.0,7.8,3058.0,1,1,536.0,164.0,1910.0,-37.7555,144.9658
Brunswick West,53 Heller St,4,casa,1150000.0,5.9,3055.0,1,2,519.0,169.0,1910.0,-37.7747,144.9474
Northcote,13 Andrew St,3,casa,1900000.0,5.5,3070.0,1,1,522.0,174.0,1910.0,-37.7752,145.0032
Williamstown,54 Twyford St,3,casa,1535000.0,8.0,3016.0,1,1,507.0,186.0,1910.0,-37.8681,144.8994
West Footscray,20 Warleigh Rd,3,casa,875000.0,8.2,3012.0,2,3,336.0,94.0,1910.0,-37.7995,144.8794
Malvern,11 Eva St,3,casa,2025000.0,7.4,3144.0,2,2,396.0,105.0,1910.0,-37.8562,145.0373
Armadale,12 Willis St,3,casa,2050000.0,6.3,3143.0,2,1,205.0,116.0,1910.0,-37.8574,145.0281
Brunswick,38 Edward St,3,casa,1260000.0,5.2,3056.0,2,1,192.0,120.0,1910.0,-37.77429,144.96372
Armadale,791 High St,3,casa,1800000.0,6.3,3143.0,2,2,405.0,121.0,1910.0,-37.8545,145.0145
Yarraville,13 Simpson St,3,casa,1100000.0,7.0,3013.0,2,0,214.0,129.0,1910.0,-37.8175,144.8929
Kew,26 Queen St,3,casa,1800000.0,5.6,3101.0,2,1,336.0,139.0,1910.0,-37.8074,145.0318
Northcote,3 Brooke St,4,casa,1950000.0,5.5,3070.0,2,1,489.0,140.0,1910.0,-37.7762,145.0027
Brighton,5 Bridge St,3,casa,1650000.0,11.2,3186.0,2,1,354.0,143.0,1910.0,-37.8916,145.0017
Glen Iris,192 Tooronga Rd,4,casa,2077000.0,9.2,3146.0,2,3,553.0,143.0,1910.0,-37.8589,145.0413
